Month,Sales,Account,business_unit,Currency,Year,Scenario
Nov,-2397887,Payroll Expense,Advertising,USD,2018,Actuals
Oct,-2053307,Payroll Expense,Advertising,USD,2018,Actuals
Sep,-1710242,Payroll Expense,Advertising,USD,2018,Actuals
Apr,-1158181,Payroll Expense,Advertising,USD,2018,Actuals
Aug,-2710528,Payroll Expense,Advertising,USD,2018,Actuals
Dec,-226471,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Feb,-177141,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Jan,-178587,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Jul,-172955,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Jun,-286611,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Mar,-265218,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
May,-182402,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Nov,-272949,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Oct,-219276,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Sep,-201909,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Apr,-116156,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Aug,-254330,Travel & Entertainment Expense,Advertising,USD,2018,Actuals
Dec,-878808,R&D Expense,Advertising,USD,2018,Actuals
Feb,-719356,R&D Expense,Advertising,USD,2018,Actuals
Jan,-822885,R&D Expense,Advertising,USD,2018,Actuals
Jul,-702957,R&D Expense,Advertising,USD,2018,Actuals
Jun,-1025959,R&D Expense,Advertising,USD,2018,Actuals
Mar,-1228124,R&D Expense,Advertising,USD,2018,Actuals
May,-775835,R&D Expense,Advertising,USD,2018,Actuals
Nov,-1076008,R&D Expense,Advertising,USD,2018,Actuals
Oct,-838544,R&D Expense,Advertising,USD,2018,Actuals
Sep,-748322,R&D Expense,Advertising,USD,2018,Actuals
Apr,-506867,R&D Expense,Advertising,USD,2018,Actuals
Aug,-989842,R&D Expense,Advertising,USD,2018,Actuals
Dec,-1224978,Consulting Expense,Advertising,USD,2018,Actuals
Feb,-1015003,Consulting Expense,Advertising,USD,2018,Actuals
Jan,-878445,Consulting Expense,Advertising,USD,2018,Actuals
Jul,-769986,Consulting Expense,Advertising,USD,2018,Actuals
Jun,-1409322,Consulting Expense,Advertising,USD,2018,Actuals
Mar,-1544184,Consulting Expense,Advertising,USD,2018,Actuals
May,-981395,Consulting Expense,Advertising,USD,2018,Actuals
Nov,-1337302,Consulting Expense,Advertising,USD,2018,Actuals
Oct,-1191494,Consulting Expense,Advertising,USD,2018,Actuals
Sep,-823428,Consulting Expense,Advertising,USD,2018,Actuals
Apr,-624903,Consulting Expense,Advertising,USD,2018,Actuals
Aug,-1360544,Consulting Expense,Advertising,USD,2018,Actuals
Dec,-1554713,Software/Hardware Expense,Advertising,USD,2018,Actuals
Feb,-1184231,Software/Hardware Expense,Advertising,USD,2018,Actuals
Jan,-1383309,Software/Hardware Expense,Advertising,USD,2018,Actuals
Jul,-1049534,Software/Hardware Expense,Advertising,USD,2018,Actuals
Jun,-2071773,Software/Hardware Expense,Advertising,USD,2018,Actuals
Mar,-2046108,Software/Hardware Expense,Advertising,USD,2018,Actuals
May,-1219125,Software/Hardware Expense,Advertising,USD,2018,Actuals
Nov,-1745114,Software/Hardware Expense,Advertising,USD,2018,Actuals
Oct,-1570667,Software/Hardware Expense,Advertising,USD,2018,Actuals
Sep,-1319856,Software/Hardware Expense,Advertising,USD,2018,Actuals
Apr,-895975,Software/Hardware Expense,Advertising,USD,2018,Actuals
Aug,-1731716,Software/Hardware Expense,Advertising,USD,2018,Actuals
Dec,-467366,Marketing Expense,Advertising,USD,2018,Actuals
Feb,-360544,Marketing Expense,Advertising,USD,2018,Actuals
Jan,-372008,Marketing Expense,Advertising,USD,2018,Actuals
Jul,-307493,Marketing Expense,Advertising,USD,2018,Actuals
Jun,-550129,Marketing Expense,Advertising,USD,2018,Actuals
Mar,-570065,Marketing Expense,Advertising,USD,2018,Actuals
May,-396364,Marketing Expense,Advertising,USD,2018,Actuals
Nov,-506081,Marketing Expense,Advertising,USD,2018,Actuals
Oct,-436804,Marketing Expense,Advertising,USD,2018,Actuals
Sep,-399869,Marketing Expense,Advertising,USD,2018,Actuals
Apr,-262663,Marketing Expense,Advertising,USD,2018,Actuals
Aug,-531975,Marketing Expense,Advertising,USD,2018,Actuals
Dec,26084683.65,Sales,Hardware,USD,2018,Actuals
Feb,21641450.4,Sales,Hardware,USD,2018,Actuals
Jan,22588008.46,Sales,Hardware,USD,2018,Actuals
Jul,23797691.45,Sales,Hardware,USD,2018,Actuals
Jun,31267063.36,Sales,Hardware,USD,2018,Actuals
Mar,27071096.1,Sales,Hardware,USD,2018,Actuals
May,30120118.86,Sales,Hardware,USD,2018,Actuals
Nov,33069395.2,Sales,Hardware,USD,2018,Actuals
Oct,25899573,Sales,Hardware,USD,2018,Actuals
Sep,23829894.62,Sales,Hardware,USD,2018,Actuals
Apr,20348080.81,Sales,Hardware,USD,2018,Actuals
Aug,28790136,Sales,Hardware,USD,2018,Actuals
Dec,-10510360,Cost of Goods Sold,Hardware,USD,2018,Actuals
Feb,-9595925,Cost of Goods Sold,Hardware,USD,2018,Actuals
Jan,-10265791,Cost of Goods Sold,Hardware,USD,2018,Actuals
Jul,-9571992,Cost of Goods Sold,Hardware,USD,2018,Actuals
Jun,-13064551,Cost of Goods Sold,Hardware,USD,2018,Actuals
Mar,-12320892,Cost of Goods Sold,Hardware,USD,2018,Actuals
May,-12962874,Cost of Goods Sold,Hardware,USD,2018,Actuals
Nov,-16179555,Cost of Goods Sold,Hardware,USD,2018,Actuals
Oct,-12077910,Cost of Goods Sold,Hardware,USD,2018,Actuals
Sep,-11418990,Cost of Goods Sold,Hardware,USD,2018,Actuals
Apr,-9627717,Cost of Goods Sold,Hardware,USD,2018,Actuals
Aug,-12221156,Cost of Goods Sold,Hardware,USD,2018,Actuals
Dec,-1098303,Commissions Expense,Hardware,USD,2018,Actuals
Feb,-990616,Commissions Expense,Hardware,USD,2018,Actuals
Jan,-1109715,Commissions Expense,Hardware,USD,2018,Actuals
Jul,-1187160,Commissions Expense,Hardware,USD,2018,Actuals
Jun,-1391285,Commissions Expense,Hardware,USD,2018,Actuals
Mar,-1310557,Commissions Expense,Hardware,USD,2018,Actuals
May,-1364098,Commissions Expense,Hardware,USD,2018,Actuals
Nov,-1462497,Commissions Expense,Hardware,USD,2018,Actuals
Oct,-1221475,Commissions Expense,Hardware,USD,2018,Actuals
Sep,-1128203,Commissions Expense,Hardware,USD,2018,Actuals
Apr,-982150,Commissions Expense,Hardware,USD,2018,Actuals
Aug,-1378779,Commissions Expense,Hardware,USD,2018,Actuals
Dec,-3110761,Payroll Expense,Hardware,USD,2018,Actuals
Feb,-2488177,Payroll Expense,Hardware,USD,2018,Actuals
Jan,-2815912,Payroll Expense,Hardware,USD,2018,Actuals
Jul,-2723303,Payroll Expense,Hardware,USD,2018,Actuals
Jun,-3229385,Payroll Expense,Hardware,USD,2018,Actuals
Mar,-2965661,Payroll Expense,Hardware,USD,2018,Actuals
May,-3049013,Payroll Expense,Hardware,USD,2018,Actuals
Nov,-3824182,Payroll Expense,Hardware,USD,2018,Actuals
Oct,-2898991,Payroll Expense,Hardware,USD,2018,Actuals
Sep,-2808206,Payroll Expense,Hardware,USD,2018,Actuals
Apr,-2283610,Payroll Expense,Hardware,USD,2018,Actuals
Aug,-3347966,Payroll Expense,Hardware,USD,2018,Actuals
Dec,-294530,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Feb,-268307,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Jan,-277101,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Jul,-270129,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Jun,-356708,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Mar,-300695,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
May,-330688,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Nov,-394967,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Oct,-268441,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Sep,-264694,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Apr,-226664,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Aug,-330116,Travel & Entertainment Expense,Hardware,USD,2018,Actuals
Dec,-1206801,R&D Expense,Hardware,USD,2018,Actuals
Feb,-1064705,R&D Expense,Hardware,USD,2018,Actuals
Jan,-1046413,R&D Expense,Hardware,USD,2018,Actuals
Jul,-1172106,R&D Expense,Hardware,USD,2018,Actuals
Jun,-1337033,R&D Expense,Hardware,USD,2018,Actuals
Mar,-1317015,R&D Expense,Hardware,USD,2018,Actuals
May,-1474255,R&D Expense,Hardware,USD,2018,Actuals
Nov,-1635486,R&D Expense,Hardware,USD,2018,Actuals
Oct,-1076071,R&D Expense,Hardware,USD,2018,Actuals
Sep,-1043533,R&D Expense,Hardware,USD,2018,Actuals
Apr,-983951,R&D Expense,Hardware,USD,2018,Actuals
Aug,-1205747,R&D Expense,Hardware,USD,2018,Actuals
Dec,-1339934,Consulting Expense,Hardware,USD,2018,Actuals
Feb,-1145692,Consulting Expense,Hardware,USD,2018,Actuals
Jan,-1137395,Consulting Expense,Hardware,USD,2018,Actuals
Jul,-1373270,Consulting Expense,Hardware,USD,2018,Actuals
Jun,-1811436,Consulting Expense,Hardware,USD,2018,Actuals
Mar,-1437771,Consulting Expense,Hardware,USD,2018,Actuals
May,-1752088,Consulting Expense,Hardware,USD,2018,Actuals
Nov,-1812241,Consulting Expense,Hardware,USD,2018,Actuals
Oct,-1542875,Consulting Expense,Hardware,USD,2018,Actuals
Sep,-1439071,Consulting Expense,Hardware,USD,2018,Actuals
Apr,-1170661,Consulting Expense,Hardware,USD,2018,Actuals
Aug,-1462352,Consulting Expense,Hardware,USD,2018,Actuals
Dec,-1921595,Software/Hardware Expense,Hardware,USD,2018,Actuals
Feb,-1612677,Software/Hardware Expense,Hardware,USD,2018,Actuals
Jan,-1730428,Software/Hardware Expense,Hardware,USD,2018,Actuals
Jul,-1914360,Software/Hardware Expense,Hardware,USD,2018,Actuals
Jun,-2465032,Software/Hardware Expense,Hardware,USD,2018,Actuals
Mar,-2147516,Software/Hardware Expense,Hardware,USD,2018,Actuals
May,-2269548,Software/Hardware Expense,Hardware,USD,2018,Actuals
Nov,-2468988,Software/Hardware Expense,Hardware,USD,2018,Actuals
Oct,-1869047,Software/Hardware Expense,Hardware,USD,2018,Actuals
Sep,-1990329,Software/Hardware Expense,Hardware,USD,2018,Actuals
Apr,-1745476,Software/Hardware Expense,Hardware,USD,2018,Actuals
Aug,-2183078,Software/Hardware Expense,Hardware,USD,2018,Actuals
Dec,-563187,Marketing Expense,Hardware,USD,2018,Actuals
Feb,-522414,Marketing Expense,Hardware,USD,2018,Actuals
Jan,-549275,Marketing Expense,Hardware,USD,2018,Actuals
Jul,-588651,Marketing Expense,Hardware,USD,2018,Actuals
Jun,-719662,Marketing Expense,Hardware,USD,2018,Actuals
Mar,-595592,Marketing Expense,Hardware,USD,2018,Actuals
May,-604911,Marketing Expense,Hardware,USD,2018,Actuals
Nov,-783592,Marketing Expense,Hardware,USD,2018,Actuals
Oct,-576820,Marketing Expense,Hardware,USD,2018,Actuals
Sep,-590466,Marketing Expense,Hardware,USD,2018,Actuals
Apr,-499668,Marketing Expense,Hardware,USD,2018,Actuals
Aug,-600730,Marketing Expense,Hardware,USD,2018,Actuals
Dec,69967979,Sales,Software,USD,2019,Actuals
Feb,74821680,Sales,Software,USD,2019,Actuals
Jan,93925775,Sales,Software,USD,2019,Actuals
Jul,79685077,Sales,Software,USD,2019,Actuals
Jun,55912270,Sales,Software,USD,2019,Actuals
Mar,85600673,Sales,Software,USD,2019,Actuals
May,79863817,Sales,Software,USD,2019,Actuals
Nov,76968833,Sales,Software,USD,2019,Actuals
Oct,86159862,Sales,Software,USD,2019,Actuals
Sep,67143263,Sales,Software,USD,2019,Actuals
Apr,76646440,Sales,Software,USD,2019,Actuals
Aug,75122784,Sales,Software,USD,2019,Actuals
Dec,-30213783,Cost of Goods Sold,Software,USD,2019,Actuals
Feb,-32181042,Cost of Goods Sold,Software,USD,2019,Actuals
Jan,-44392971,Cost of Goods Sold,Software,USD,2019,Actuals
Jul,-34752454,Cost of Goods Sold,Software,USD,2019,Actuals
Jun,-23149330,Cost of Goods Sold,Software,USD,2019,Actuals
Mar,-35760851,Cost of Goods Sold,Software,USD,2019,Actuals
May,-35248824,Cost of Goods Sold,Software,USD,2019,Actuals
Nov,-31245199,Cost of Goods Sold,Software,USD,2019,Actuals
Oct,-39136737,Cost of Goods Sold,Software,USD,2019,Actuals
Sep,-27438935,Cost of Goods Sold,Software,USD,2019,Actuals
Apr,-35264635,Cost of Goods Sold,Software,USD,2019,Actuals
Aug,-34860156,Cost of Goods Sold,Software,USD,2019,Actuals
Dec,-3170203,Commissions Expense,Software,USD,2019,Actuals
Feb,-3359430,Commissions Expense,Software,USD,2019,Actuals
Jan,-4343758,Commissions Expense,Software,USD,2019,Actuals
Jul,-3745877,Commissions Expense,Software,USD,2019,Actuals
Jun,-2739844,Commissions Expense,Software,USD,2019,Actuals
Mar,-3895028,Commissions Expense,Software,USD,2019,Actuals
May,-3875744,Commissions Expense,Software,USD,2019,Actuals
Nov,-3543487,Commissions Expense,Software,USD,2019,Actuals
Oct,-3556874,Commissions Expense,Software,USD,2019,Actuals
Sep,-3318784,Commissions Expense,Software,USD,2019,Actuals
Apr,-3677401,Commissions Expense,Software,USD,2019,Actuals
Aug,-3435719,Commissions Expense,Software,USD,2019,Actuals
Dec,-7400943,Payroll Expense,Software,USD,2019,Actuals
Feb,-7492567,Payroll Expense,Software,USD,2019,Actuals
Jan,-10410570,Payroll Expense,Software,USD,2019,Actuals
Jul,-9582968,Payroll Expense,Software,USD,2019,Actuals
Jun,-5732127,Payroll Expense,Software,USD,2019,Actuals
Mar,-9830922,Payroll Expense,Software,USD,2019,Actuals
May,-9111360,Payroll Expense,Software,USD,2019,Actuals
Nov,-8289269,Payroll Expense,Software,USD,2019,Actuals
Oct,-8720852,Payroll Expense,Software,USD,2019,Actuals
Sep,-8219184,Payroll Expense,Software,USD,2019,Actuals
Apr,-8236178,Payroll Expense,Software,USD,2019,Actuals
Aug,-8080224,Payroll Expense,Software,USD,2019,Actuals
Dec,-775184,Travel & Entertainment Expense,Software,USD,2019,Actuals
Feb,-791949,Travel & Entertainment Expense,Software,USD,2019,Actuals
Jan,-1013731,Travel & Entertainment Expense,Software,USD,2019,Actuals
Jul,-939529,Travel & Entertainment Expense,Software,USD,2019,Actuals
Jun,-561209,Travel & Entertainment Expense,Software,USD,2019,Actuals
Mar,-1022834,Travel & Entertainment Expense,Software,USD,2019,Actuals
May,-840954,Travel & Entertainment Expense,Software,USD,2019,Actuals
Nov,-913816,Travel & Entertainment Expense,Software,USD,2019,Actuals
Oct,-975463,Travel & Entertainment Expense,Software,USD,2019,Actuals
Sep,-832059,Travel & Entertainment Expense,Software,USD,2019,Actuals
Apr,-918382,Travel & Entertainment Expense,Software,USD,2019,Actuals
Aug,-768568,Travel & Entertainment Expense,Software,USD,2019,Actuals
Dec,-3029013,R&D Expense,Software,USD,2019,Actuals
Feb,-3595006,R&D Expense,Software,USD,2019,Actuals
Jan,-4644817,R&D Expense,Software,USD,2019,Actuals
Jul,-3301698,R&D Expense,Software,USD,2019,Actuals
Jun,-2496842,R&D Expense,Software,USD,2019,Actuals
Mar,-3948370,R&D Expense,Software,USD,2019,Actuals
May,-3639614,R&D Expense,Software,USD,2019,Actuals
Nov,-3402942,R&D Expense,Software,USD,2019,Actuals
Oct,-4269633,R&D Expense,Software,USD,2019,Actuals
Sep,-2763529,R&D Expense,Software,USD,2019,Actuals
Apr,-3595290,R&D Expense,Software,USD,2019,Actuals
Aug,-3520724,R&D Expense,Software,USD,2019,Actuals
Dec,-3675104,Consulting Expense,Software,USD,2019,Actuals
Feb,-4435793,Consulting Expense,Software,USD,2019,Actuals
Jan,-4979698,Consulting Expense,Software,USD,2019,Actuals
Jul,-4639082,Consulting Expense,Software,USD,2019,Actuals
Jun,-2931067,Consulting Expense,Software,USD,2019,Actuals
Mar,-4778009,Consulting Expense,Software,USD,2019,Actuals
May,-4664933,Consulting Expense,Software,USD,2019,Actuals
Nov,-3919710,Consulting Expense,Software,USD,2019,Actuals
Oct,-4790506,Consulting Expense,Software,USD,2019,Actuals
Sep,-3635430,Consulting Expense,Software,USD,2019,Actuals
Apr,-4754163,Consulting Expense,Software,USD,2019,Actuals
Aug,-3992375,Consulting Expense,Software,USD,2019,Actuals
Dec,-5630389,Software/Hardware Expense,Software,USD,2019,Actuals
Feb,-6226870,Software/Hardware Expense,Software,USD,2019,Actuals
Jan,-7407369,Software/Hardware Expense,Software,USD,2019,Actuals
Jul,-5590768,Software/Hardware Expense,Software,USD,2019,Actuals
Jun,-4138949,Software/Hardware Expense,Software,USD,2019,Actuals
Mar,-7033820,Software/Hardware Expense,Software,USD,2019,Actuals
May,-6682029,Software/Hardware Expense,Software,USD,2019,Actuals
Nov,-6303933,Software/Hardware Expense,Software,USD,2019,Actuals
Oct,-6750935,Software/Hardware Expense,Software,USD,2019,Actuals
Sep,-4841180,Software/Hardware Expense,Software,USD,2019,Actuals
Apr,-6283426,Software/Hardware Expense,Software,USD,2019,Actuals
Aug,-5268218,Software/Hardware Expense,Software,USD,2019,Actuals
Dec,-1633705,Marketing Expense,Software,USD,2019,Actuals
Feb,-1720137,Marketing Expense,Software,USD,2019,Actuals
Jan,-1956457,Marketing Expense,Software,USD,2019,Actuals
Jul,-1933737,Marketing Expense,Software,USD,2019,Actuals
Jun,-1155823,Marketing Expense,Software,USD,2019,Actuals
Mar,-2128417,Marketing Expense,Software,USD,2019,Actuals
May,-1630486,Marketing Expense,Software,USD,2019,Actuals
Nov,-1570718,Marketing Expense,Software,USD,2019,Actuals
Oct,-1809342,Marketing Expense,Software,USD,2019,Actuals
Sep,-1480543,Marketing Expense,Software,USD,2019,Actuals
Apr,-1672934,Marketing Expense,Software,USD,2019,Actuals
Aug,-1641920,Marketing Expense,Software,USD,2019,Actuals
Dec,14693275.59,Sales,Advertising,USD,2019,Actuals
Feb,20950070.4,Sales,Advertising,USD,2019,Actuals
Jan,20663670.5,Sales,Advertising,USD,2019,Actuals
Jul,22311821.56,Sales,Advertising,USD,2019,Actuals
Jun,14537190.2,Sales,Advertising,USD,2019,Actuals
Mar,25680201.9,Sales,Advertising,USD,2019,Actuals
May,16771401.57,Sales,Advertising,USD,2019,Actuals
Nov,16933143.26,Sales,Advertising,USD,2019,Actuals
Oct,18093571.02,Sales,Advertising,USD,2019,Actuals
Sep,15442950.49,Sales,Advertising,USD,2019,Actuals
Apr,22993932,Sales,Advertising,USD,2019,Actuals
Aug,15775784.64,Sales,Advertising,USD,2019,Actuals
Dec,-6027183,Cost of Goods Sold,Advertising,USD,2019,Actuals
Feb,-10304746,Cost of Goods Sold,Advertising,USD,2019,Actuals
Jan,-8508915,Cost of Goods Sold,Advertising,USD,2019,Actuals
Jul,-8950825,Cost of Goods Sold,Advertising,USD,2019,Actuals
Jun,-6772562,Cost of Goods Sold,Advertising,USD,2019,Actuals
Mar,-12517373,Cost of Goods Sold,Advertising,USD,2019,Actuals
May,-6865712,Cost of Goods Sold,Advertising,USD,2019,Actuals
Nov,-7868673,Cost of Goods Sold,Advertising,USD,2019,Actuals
Oct,-7942616,Cost of Goods Sold,Advertising,USD,2019,Actuals
Sep,-7132203,Cost of Goods Sold,Advertising,USD,2019,Actuals
Apr,-9859051,Cost of Goods Sold,Advertising,USD,2019,Actuals
Aug,-7590684,Cost of Goods Sold,Advertising,USD,2019,Actuals
Dec,-706131,Commissions Expense,Advertising,USD,2019,Actuals
Feb,-996432,Commissions Expense,Advertising,USD,2019,Actuals
Jan,-907552,Commissions Expense,Advertising,USD,2019,Actuals
Jul,-924673,Commissions Expense,Advertising,USD,2019,Actuals
Jun,-720826,Commissions Expense,Advertising,USD,2019,Actuals
Mar,-1050172,Commissions Expense,Advertising,USD,2019,Actuals
May,-685653,Commissions Expense,Advertising,USD,2019,Actuals
Nov,-808478,Commissions Expense,Advertising,USD,2019,Actuals
Oct,-899147,Commissions Expense,Advertising,USD,2019,Actuals
Sep,-734261,Commissions Expense,Advertising,USD,2019,Actuals
Apr,-1007411,Commissions Expense,Advertising,USD,2019,Actuals
Aug,-770345,Commissions Expense,Advertising,USD,2019,Actuals
Dec,-1477534,Payroll Expense,Advertising,USD,2019,Actuals
Feb,-2391536,Payroll Expense,Advertising,USD,2019,Actuals
Jan,-2448583,Payroll Expense,Advertising,USD,2019,Actuals
Jul,-2373330,Payroll Expense,Advertising,USD,2019,Actuals
Jun,-1512300,Payroll Expense,Advertising,USD,2019,Actuals
Mar,-2851891,Payroll Expense,Advertising,USD,2019,Actuals
May,-1988754,Payroll Expense,Advertising,USD,2019,Actuals
Nov,-2066473,Payroll Expense,Advertising,USD,2019,Actuals
Oct,-2224218,Payroll Expense,Advertising,USD,2019,Actuals
Sep,-1561720,Payroll Expense,Advertising,USD,2019,Actuals
Apr,-2338942,Payroll Expense,Advertising,USD,2019,Actuals
Aug,-1709943,Payroll Expense,Advertising,USD,2019,Actuals
Dec,-156797,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Feb,-221176,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Jan,-232296,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Jul,-276387,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Jun,-145469,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Mar,-259024,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
May,-173459,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Nov,-173160,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Oct,-199198,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Sep,-167260,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Apr,-239313,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Aug,-181197,Travel & Entertainment Expense,Advertising,USD,2019,Actuals
Dec,-644524,R&D Expense,Advertising,USD,2019,Actuals
Feb,-945985,R&D Expense,Advertising,USD,2019,Actuals
Jan,-896638,R&D Expense,Advertising,USD,2019,Actuals
Jul,-926585,R&D Expense,Advertising,USD,2019,Actuals
Jun,-590365,R&D Expense,Advertising,USD,2019,Actuals
Mar,-1072491,R&D Expense,Advertising,USD,2019,Actuals
May,-765907,R&D Expense,Advertising,USD,2019,Actuals
Nov,-702619,R&D Expense,Advertising,USD,2019,Actuals
Oct,-778336,R&D Expense,Advertising,USD,2019,Actuals
Sep,-691264,R&D Expense,Advertising,USD,2019,Actuals
Apr,-1138580,R&D Expense,Advertising,USD,2019,Actuals
Aug,-715140,R&D Expense,Advertising,USD,2019,Actuals
Dec,-770599,Consulting Expense,Advertising,USD,2019,Actuals
Feb,-1191081,Consulting Expense,Advertising,USD,2019,Actuals
Jan,-1036658,Consulting Expense,Advertising,USD,2019,Actuals
Jul,-1141341,Consulting Expense,Advertising,USD,2019,Actuals
Jun,-763861,Consulting Expense,Advertising,USD,2019,Actuals
Mar,-1453675,Consulting Expense,Advertising,USD,2019,Actuals
May,-938782,Consulting Expense,Advertising,USD,2019,Actuals
Nov,-899513,Consulting Expense,Advertising,USD,2019,Actuals
Oct,-1077622,Consulting Expense,Advertising,USD,2019,Actuals
Sep,-801672,Consulting Expense,Advertising,USD,2019,Actuals
Apr,-1419262,Consulting Expense,Advertising,USD,2019,Actuals
Aug,-909348,Consulting Expense,Advertising,USD,2019,Actuals
Dec,-1248757,Software/Hardware Expense,Advertising,USD,2019,Actuals
Feb,-1508105,Software/Hardware Expense,Advertising,USD,2019,Actuals
Jan,-1662699,Software/Hardware Expense,Advertising,USD,2019,Actuals
Jul,-1924272,Software/Hardware Expense,Advertising,USD,2019,Actuals
Jun,-1092346,Software/Hardware Expense,Advertising,USD,2019,Actuals
Mar,-2020361,Software/Hardware Expense,Advertising,USD,2019,Actuals
May,-1422906,Software/Hardware Expense,Advertising,USD,2019,Actuals
Nov,-1254355,Software/Hardware Expense,Advertising,USD,2019,Actuals
Oct,-1320824,Software/Hardware Expense,Advertising,USD,2019,Actuals
Sep,-1122540,Software/Hardware Expense,Advertising,USD,2019,Actuals
Apr,-1703999,Software/Hardware Expense,Advertising,USD,2019,Actuals
Aug,-1220195,Software/Hardware Expense,Advertising,USD,2019,Actuals
Dec,-358088,Marketing Expense,Advertising,USD,2019,Actuals
Feb,-436767,Marketing Expense,Advertising,USD,2019,Actuals
Jan,-474519,Marketing Expense,Advertising,USD,2019,Actuals
Jul,-475888,Marketing Expense,Advertising,USD,2019,Actuals
Jun,-313859,Marketing Expense,Advertising,USD,2019,Actuals
Mar,-574482,Marketing Expense,Advertising,USD,2019,Actuals
May,-383468,Marketing Expense,Advertising,USD,2019,Actuals
Nov,-387635,Marketing Expense,Advertising,USD,2019,Actuals
Oct,-442129,Marketing Expense,Advertising,USD,2019,Actuals
Sep,-329879,Marketing Expense,Advertising,USD,2019,Actuals
Apr,-464102,Marketing Expense,Advertising,USD,2019,Actuals
Aug,-366084,Marketing Expense,Advertising,USD,2019,Actuals
Dec,22389753.28,Sales,Hardware,USD,2019,Actuals
Feb,24691154.4,Sales,Hardware,USD,2019,Actuals
Jan,34752536.75,Sales,Hardware,USD,2019,Actuals
Jul,26296075.41,Sales,Hardware,USD,2019,Actuals
Jun,21246662.6,Sales,Hardware,USD,2019,Actuals
Mar,25680201.9,Sales,Hardware,USD,2019,Actuals
May,27952335.95,Sales,Hardware,USD,2019,Actuals
Nov,23090649.9,Sales,Hardware,USD,2019,Actuals
Oct,31017550.32,Sales,Hardware,USD,2019,Actuals
Sep,24843007.31,Sales,Hardware,USD,2019,Actuals
Apr,26826254,Sales,Hardware,USD,2019,Actuals
Aug,23288063.04,Sales,Hardware,USD,2019,Actuals
Dec,-9711164,Cost of Goods Sold,Hardware,USD,2019,Actuals
Feb,-11727435,Cost of Goods Sold,Hardware,USD,2019,Actuals
Jan,-14132859,Cost of Goods Sold,Hardware,USD,2019,Actuals
Jul,-12160565,Cost of Goods Sold,Hardware,USD,2019,Actuals
Jun,-9026733,Cost of Goods Sold,Hardware,USD,2019,Actuals
Mar,-12222578,Cost of Goods Sold,Hardware,USD,2019,Actuals
May,-11370112,Cost of Goods Sold,Hardware,USD,2019,Actuals
Nov,-9686848,Cost of Goods Sold,Hardware,USD,2019,Actuals
Oct,-14296442,Cost of Goods Sold,Hardware,USD,2019,Actuals
Sep,-11921132,Cost of Goods Sold,Hardware,USD,2019,Actuals
Apr,-13093645,Cost of Goods Sold,Hardware,USD,2019,Actuals
Aug,-10002285,Cost of Goods Sold,Hardware,USD,2019,Actuals
Dec,-906448,Commissions Expense,Hardware,USD,2019,Actuals
Feb,-1024242,Commissions Expense,Hardware,USD,2019,Actuals
Jan,-1463871,Commissions Expense,Hardware,USD,2019,Actuals
Jul,-1221437,Commissions Expense,Hardware,USD,2019,Actuals
Jun,-1043087,Commissions Expense,Hardware,USD,2019,Actuals
Mar,-1101040,Commissions Expense,Hardware,USD,2019,Actuals
May,-1358858,Commissions Expense,Hardware,USD,2019,Actuals
Nov,-982952,Commissions Expense,Hardware,USD,2019,Actuals
Oct,-1526346,Commissions Expense,Hardware,USD,2019,Actuals
Sep,-1116490,Commissions Expense,Hardware,USD,2019,Actuals
Apr,-1272176,Commissions Expense,Hardware,USD,2019,Actuals
Aug,-1026974,Commissions Expense,Hardware,USD,2019,Actuals
Dec,-2740005,Payroll Expense,Hardware,USD,2019,Actuals
